           1  0.20000000       1.6125493199634784     
           2  0.20000000       1.6053281899286487     
           3  0.32800001       1.5857095464155739     
           4  0.57599998       1.5191456437521882     
           5  0.59600002       1.3951513258084582     
           6  0.51679999       1.2548459982120124     
           7  0.55680001       1.1251219658074725     
           8  0.64880002       1.0359003597294028     
           9  0.66159999      0.95458249863270739     
          10  0.79600000      0.89523352520468502     
          11  0.74959999      0.85286673141119418     
          12  0.69840002      0.77935031264056220     
          13  0.79920000      0.75267019282965919     
          14  0.76080000      0.73354203448394495     
          15  0.74640000      0.71287586010095072     
          16  0.83520001      0.65085005140249819     
          17  0.61919999      0.64158270245670224     
          18  0.76400000      0.57878914530104175     
          19  0.70319998      0.58192594810463372     
          20  0.87199998      0.52927327486156439     
          21  0.89120001      0.51777839643249080     
          22  0.88880002      0.47572367389890630     
          23  0.80800003      0.48473260085986380     
          24  0.91439998      0.43612915207356556     
          25  0.90640002      0.44285316128335900     
          26  0.83999997      0.44754567466092460     
          27  0.90480000      0.39888786076285998     
          28  0.83679998      0.36666230747284345     
          29  0.93279999      0.36947096968423876     
          30  0.91119999      0.38755846155871410     
          31  0.86640000      0.35426773443941273     
          32  0.87519997      0.31064739875988656     
          33  0.92320001      0.32726458633519784     
          34  0.90640002      0.30628860450673978     
          35  0.96560001      0.31285215029616753     
          36  0.85839999      0.30850960077703815     
          37  0.97039998      0.25047852516837388     
          38  0.96480000      0.28732709589773675     
          39  0.93599999      0.26616217169646744     
          40  0.90960002      0.23499172766820056     
          41  0.93919998      0.20917071339815052     
          42  0.94800001      0.21049522316521740     
          43  0.97119999      0.24500300967825608     
          44  0.96240002      0.21459644304998918     
          45  0.97039998      0.21156981352898985     
          46  0.97280002      0.21392164136131309     
          47  0.95840001      0.19892974185798351     
          48  0.97759998      0.19096215261014085     
          49  0.96160001      0.21031571995630671     
          50  0.96560001      0.20700755482654845     
          51  0.97520000      0.17164238366217621     
          52  0.92320001      0.18776107041614526     
          53  0.97600001      0.18036611043995829     
          54  0.97600001      0.17953587483529471     
          55  0.97759998      0.14876727767836923     
          56  0.95440000      0.15043486753163077     
          57  0.88959998      0.17272035644557340     
          58  0.97759998      0.14503261403667833     
          59  0.92640001      0.14311469455439377     
          60  0.94000000      0.12955497057377899     
          61  0.98320001      0.12291460635011056     
          62  0.97680002      0.14443131075715065     
          63  0.98000002      0.13308839559335506     
          64  0.97439998      0.12291354127464052     
          65  0.96399999      0.11830144396117641     
          66  0.98159999      0.11443333265790882     
