433.184	6.08508
427.207	-1.76222
432.94	20.7563
427.063	13.6856
420.494	6.46237
413.257	-1.02765
432.754	34.4411
426.991	27.6466
420.44	20.913
413.206	13.9884
405.638	6.52946
398.212	-1.9316
432.82	48.1018
426.912	41.1116
420.61	34.3849
413.366	27.683
405.47	21.2295
398.207	13.8535
390.9	5.89147
383.444	-2.28379
432.946	61.7919
426.962	54.8614
420.385	47.9159
413.323	41.2089
405.781	34.5053
398.259	28.2253
391.077	21.0276
383.741	13.3681
376.866	5.79045
370.507	-1.90778
432.894	75.6408
427.055	68.6799
420.626	61.6529
413.419	54.5714
405.637	47.6596
398.237	40.8916
391.739	34.731
384.14	27.8276
376.973	20.5569
370.694	13.3792
364.893	6.36908
358.678	-1.00473
432.818	89.5461
426.999	82.6161
420.661	75.661
413.498	68.6614
405.946	61.3967
398.524	54.4035
391.037	47.9049
384.04	41.4563
377.202	34.593
370.831	27.4877
364.917	20.4819
358.698	13.5808
351.771	6.2404
343.738	-0.0947501
432.738	103.281
426.919	96.5138
420.652	89.5408
413.575	82.6369
405.801	75.6047
398.075	68.369
391.043	61.8603
383.739	55.3108
376.943	48.469
370.997	41.4688
365.155	34.1988
358.624	27.0964
351.622	20.2638
344.319	13.4294
336.68	7.43997
328.613	1.42449
432.762	116.784
426.741	110.071
420.576	103.4
413.649	96.5012
405.967	89.5427
398.059	82.4069
390.401	75.43
383.488	68.91
376.964	62.1587
371.206	55.3168
365.541	48.2913
358.942	41.0821
351.654	33.677
343.978	26.4832
336.832	19.7099
330.026	13.409
322.108	6.67621
314.73	-0.769068
432.554	130.515
426.771	123.553
420.439	116.67
413.508	110.058
406.147	103.354
398.408	96.4472
390.616	89.476
383.331	82.6576
376.822	75.7927
371.118	68.867
365.589	62.1028
358.958	55.2021
351.635	48.1882
343.75	40.9438
336.057	33.9225
329.432	27.3731
322.307	20.6082
315.064	13.5529
308.669	6.30915
303.013	-1.74228
432.336	144.458
426.713	137.603
420.391	130.577
413.21	123.574
405.803	116.792
398.6	110.181
391.214	103.422
383.703	96.522
376.904	89.5675
371.04	82.5725
365.416	75.7945
359.056	68.9703
351.632	61.9823
343.399	55.2807
335.368	48.2931
328.278	41.0049
322.65	35.0075
315.509	27.9809
308.894	20.6505
302.845	13.3928
296.68	6.0143
290.08	-2.2477
432.606	158.19
426.778	151.299
420.694	144.595
413.504	137.649
405.412	130.675
398.161	123.48
391.462	116.787
384.126	110.088
377.014	103.228
370.904	96.2987
365.277	89.5099
359.024	82.782
352.056	75.9379
344.282	68.7786
336.001	62.2962
328.861	55.0317
321.883	47.5044
315.524	41.3859
309.072	34.7987
302.854	27.6749
296.606	20.5641
289.612	13.5151
282.306	5.70005
275.189	-3.03363
432.933	171.849
427.001	164.892
420.518	158.115
413.548	151.508
406.001	144.488
398.535	137.433
391.078	130.474
383.865	123.357
377.061	116.693
370.849	109.979
365.259	103.082
359.03	96.3138
352.202	89.5306
344.783	82.7238
337.097	75.6554
329.675	68.4593
322.031	61.7447
314.859	54.8023
308.658	48.1334
302.713	41.5217
296.697	34.5697
289.916	27.4595
282.259	20.3726
274.692	12.9795
267.457	5.64592
260.173	-1.52448
432.686	185.581
427.104	178.727
420.552	171.72
413.467	164.892
406.072	158.04
398.56	150.964
391.558	144.323
383.948	137.642
376.796	130.451
370.689	123.534
365.228	116.846
359.082	109.988
352.162	103.105
344.694	96.2307
337.228	89.4881
329.628	82.5486
322.12	75.458
314.889	68.5068
308.367	61.7032
302.513	54.9957
296.599	48.2823
290.049	41.4008
282.851	34.1443
275.208	27.0714
267.299	20.2893
