436.238	2.14677
435.949	17.1844
430.083	9.86477
423.909	2.36893
435.705	31.0808
429.896	24.2401
423.826	17.3313
416.914	10.2349
409.404	2.7127
435.682	44.7426
429.772	37.757
423.865	31.009
416.915	24.3536
409.307	17.6275
401.845	10.1423
394.483	1.9009
435.89	58.4332
429.867	51.486
423.721	44.5144
417.065	37.7911
409.574	31.0726
401.637	24.8243
394.589	17.397
387.265	9.60412
380.089	1.74498
435.878	72.1443
429.937	65.207
423.837	58.2538
416.934	51.2502
409.341	44.4736
401.874	37.789
395.169	31.4388
387.547	24.4355
380.276	16.9783
373.67	9.57963
367.63	2.27521
435.809	86.0391
429.868	79.1354
423.926	72.1626
417.157	65.1161
409.712	57.907
402.076	50.8735
394.647	44.2192
387.872	38.0439
380.661	31.1976
373.775	24.0401
367.71	16.9906
361.87	10.03
355.297	2.5275
435.762	99.8278
429.792	93.0428
423.887	86.072
417.177	79.1452
409.604	72.1535
401.984	64.8784
394.815	58.1742
387.317	51.722
380.303	44.9507
373.892	38.0579
367.89	30.8862
361.848	23.8344
355.319	17.0087
348.019	9.85394
340.023	4.18295
435.785	113.405
429.666	106.685
423.789	99.97
417.205	93.0331
409.755	86.1044
401.845	78.9554
394.154	71.8663
387.214	65.4686
380.265	58.7783
373.854	51.9128
368.24	44.8891
362.17	37.6076
355.205	30.3278
347.722	23.346
340.57	16.6854
333.546	10.2948
325.361	4.06117
435.69	127.001
429.695	120.168
423.631	113.398
417.105	106.74
409.901	99.9409
402.088	92.9772
394.219	85.9082
386.757	79.0757
379.988	72.3647
373.833	65.5293
368.417	58.7165
362.38	51.7604
355.416	44.6463
347.803	37.2299
340.09	30.0082
333.146	23.3266
326.194	16.8843
318.535	10.0223
311.517	2.77205
435.328	140.944
429.483	134.044
423.635	127.013
416.944	120.069
409.676	113.408
402.277	106.757
394.759	99.9636
387.112	93.0654
380.025	86.1569
373.81	79.1783
368.274	72.2748
362.393	65.5153
355.29	58.6063
347.458	51.7273
339.277	44.7489
331.777	37.8732
325.939	31.3775
318.767	24.3334
311.816	17.1046
305.783	9.80104
299.967	2.05957
435.426	154.865
429.423	147.917
423.761	141.106
416.966	134.125
409.24	127.117
401.904	120.191
395.004	113.567
387.663	106.772
380.357	99.8832
373.795	92.9379
368.099	86.0268
362.267	79.3122
355.588	72.451
347.825	65.3535
339.309	58.9825
332.048	51.6581
325.299	43.8756
319.208	38.1446
312.283	31.4146
305.905	24.1368
299.861	16.9667
293.249	9.77895
286.228	1.60895
435.774	168.475
429.793	161.515
423.762	154.683
417.237	148.067
409.761	141.08
401.693	134.149
394.612	126.822
387.695	120.018
380.573	113.397
373.759	106.601
367.962	99.6874
362.205	92.9268
355.694	86.1857
348.388	79.3549
340.633	72.1931
333.09	65.1761
325.51	58.4309
318.307	51.2361
311.866	44.6886
305.825	38.1801
299.859	31.1436
293.271	24.0628
285.837	17.0178
278.406	9.34645
271.367	1.23457
435.686	182.12
429.976	175.282
423.863	168.313
417.042	161.49
409.687	154.799
402.171	147.756
395.172	140.882
387.441	134.113
380.216	126.872
373.724	120.081
367.981	113.385
362.27	106.515
355.706	99.6754
348.481	92.8379
340.993	86.092
333.362	79.0565
325.985	71.9158
318.496	65.0936
311.54	58.2495
305.563	51.5263
299.775	44.8513
293.48	37.9613
286.429	30.7541
278.697	23.6229
271.054	16.5307
263.674	9.50014
256.554	2.43115
435.502	195.91
429.691	189.017
423.98	182.131
417.077	175.105
409.746	168.343
402.465	161.377
394.857	154.229
387.655	147.657
380.455	141.039
373.585	133.941
367.718	127.006
362.104	120.29
355.657	113.504
348.364	106.66
340.731	99.6944
333.329	92.8783
325.866	86.0447
318.381	79.0254
311.377	72.0005
305.205	65.1947
299.548	58.4939
293.298	51.7387
286.405	44.9167
279.006	37.729
271.493	30.7001
263.607	23.9972
256.19	16.916
249.682	9.98028
244.068	3.23499
435.611	209.884
429.6	202.789
423.748	195.822
417.276	188.914
409.868	181.76
402.227	175.302
394.939	168.544
387.18	161.356
380.172	154.523
373.828	147.815
367.772	140.798
361.924	133.871
355.267	127.013
347.964	120.469
340.744	113.801
333.224	106.569
325.849	99.5906
318.38	92.9952
311.221	86.193
304.917	79.1061
299.327	72.1717
293.234	65.3144
286.25	58.5505
278.81	51.9174
271.295	45.0958
263.734	38.1246
256.448	31.1067
249.701	23.9115
244.014	16.8756
238.51	9.89171
231.863	2.33453
435.691	223.665
429.629	216.712
423.756	209.705
417.195	202.718
409.794	195.749
402.339	188.52
395.17	181.847
387.311	175.384
379.956	168.308
373.723	161.478
367.999	154.607
361.91	147.732
355.322	140.827
347.913	133.708
340.268	127.261
333.41	120.446
326.005	113.135
318.388	106.301
311.253	99.7455
304.868	93.1545
299.179	86.2102
293.188	79.2162
286.395	72.2142
279.031	65.234
271.422	58.6055
263.792	51.9305
256.439	45.0121
249.801	37.9052
243.992	30.6742
238.36	23.8455
231.79	16.9966
224.333	9.8266
215.017	4.84285
435.583	237.365
429.561	230.49
423.65	223.577
417.224	216.739
410.057	209.613
402.471	202.423
394.916	195.453
387.462	188.756
380.184	181.991
373.553	175.081
368.041	168.363
362.008	161.445
355.273	154.678
348.034	147.977
340.599	140.909
333.411	134.168
325.85	127.437
318.358	120.178
311.336	113.237
304.974	106.449
299.228	99.7928
293.121	93.0401
286.194	86.1314
278.941	79.2902
271.665	72.2984
264.024	65.3758
256.487	58.6251
249.527	51.8251
243.613	44.8868
238.1	37.9977
231.692	31.0148
224.391	24.0296
216.925	16.9911
209.416	10.1211
201.447	3.64542
435.647	251.149
429.476	244.198
423.617	237.339
417.123	230.491
409.774	223.608
402.263	216.438
395.071	209.533
387.237	202.902
379.782	195.937
373.268	189.055
367.843	182.207
362.135	175.245
355.16	168.221
347.72	161.399
340.803	154.932
333.485	147.984
326.03	141.158
318.349	134.456
311.208	127.487
304.951	120.457
299.246	113.347
293.121	106.465
286.341	99.7896
278.939	92.9918
271.431	86.4745
264.065	79.5705
256.515	72.2622
249.437	65.4557
243.329	58.8179
237.751	52.0468
231.553	45.3759
224.394	38.2759
216.945	31.0061
209.543	23.8233
202.253	16.6567
194.966	9.4884
188.193	1.94848
436.062	264.695
429.923	257.724
423.682	250.746
417.163	244.061
410.072	237.334
402.429	230.318
394.715	223.217
387.245	216.523
379.964	209.874
373.088	203.015
367.508	196.248
362.096	189.205
355.517	182.07
347.938	174.897
340.202	168.3
333.304	161.569
326.006	154.597
318.43	147.994
311.287	141.295
305.107	134.385
299.524	127.148
293.22	120.098
286.227	113.255
278.847	106.465
271.702	99.858
264.52	93.2245
256.831	86.2543
249.586	78.9247
243.454	72.1331
237.932	65.5847
231.187	58.866
223.895	52.4525
216.81	45.8645
209.395	38.1927
201.985	30.7985
194.777	23.7896
188.065	16.7078
182.032	9.45931
176.049	1.95041
435.892	278.415
430.058	271.615
423.75	264.64
416.934	257.759
409.849	251.078
402.621	244.312
395.259	237.413
387.354	230.451
379.928	223.383
373.43	216.471
367.693	209.589
362.1	202.847
355.55	195.962
348.212	188.957
340.575	181.881
333.308	175.212
325.645	168.603
318.234	161.439
311.657	154.61
305.621	147.636
299.914	140.609
293.408	133.681
286.39	126.809
279.177	119.984
271.689	113.059
264.296	106.062
257.299	99.6084
249.984	92.8988
243.421	85.7927
237.935	79.0192
231.68	72.1822
224.192	65.2382
216.401	58.9548
209.476	52.174
202.074	44.9087
194.671	37.9189
187.88	30.9817
181.931	24.0746
176.072	16.9138
169.479	9.67895
162.505	1.95424
435.593	292.203
429.913	285.455
423.887	278.661
416.85	271.626
409.357	264.731
402.3	258.187
395.316	251.402
387.798	244.365
380.351	237.347
373.519	230.279
367.72	223.31
361.951	216.427
355.497	209.684
348.212	202.865
340.525	195.972
333.009	188.981
325.866	182.174
318.371	175.542
311.48	168.415
305.678	161.376
299.796	154.428
293.211	147.623
286.077	140.702
278.901	133.795
271.753	127.066
264.169	120.344
256.659	113.359
249.755	106.572
243.537	99.8219
237.679	92.9196
231.525	86.0122
224.412	79.0481
217.03	72.1123
209.81	65.2373
201.908	58.5108
194.493	51.7116
187.812	45.0464
181.779	38.2048
176.207	31.2594
169.573	24.069
162.112	16.9642
154.812	9.57434
148.076	2.05864
435.627	306.114
429.723	299.251
423.844	292.431
417.037	285.553
409.605	278.438
402.056	271.172
394.718	264.316
387.838	258.193
380.471	251.308
373.487	244.274
367.617	237.367
361.838	230.308
355.31	223.293
348.118	216.528
340.407	209.858
332.761	203.04
325.484	196.121
318.32	189.323
311.544	182.479
305.415	175.415
299.539	168.336
292.906	161.498
285.543	154.8
278.424	147.934
271.578	141.014
264.075	134.124
256.544	127.286
249.605	120.438
243.591	113.431
237.932	106.511
231.473	99.7753
224.49	93.0279
217.135	85.993
209.797	79.2175
202.512	72.2276
194.623	65.1384
187.774	58.4382
182.028	51.8247
176.19	44.9371
169.861	37.9983
162.603	30.8509
154.807	23.7348
147.457	16.6402
140.374	9.85098
133.223	2.91137
435.707	319.888
429.668	313.055
423.721	306.211
416.874	299.333
409.522	292.565
402.238	285.287
394.718	278.025
387.289	271.371
380.319	265.049
373.491	258.404
367.443	251.322
361.887	244.315
355.284	237.307
347.994	230.249
340.478	223.374
332.81	216.433
325.505	209.576
318.417	202.99
311.809	196.194
305.937	189.219
299.722	182.288
293.03	175.029
286.065	168.021
278.545	161.261
271.171	154.366
264.183	147.746
256.62	140.92
249.496	134.053
243.461	127.292
238.035	120.404
231.623	113.396
224.355	106.521
216.861	99.7809
209.513	92.8336
202.83	86.2935
194.978	79.4503
187.646	72.1574
181.969	65.2971
176.338	58.6117
169.739	51.7291
162.676	44.6987
155.072	37.5315
147.621	30.7335
139.97	24.2229
132.797	17.2285
126.497	10.117
120.744	2.45989
435.592	333.681
429.579	326.795
423.666	319.955
417.073	313.119
409.666	306.134
402.042	299.586
394.838	292.309
387.281	285.052
380.217	278.314
373.767	271.751
367.922	264.917
362.161	258.029
355.504	251.287
348.08	244.363
340.502	237.274
333.011	230.111
325.547	223.03
318.393	216.129
312.137	209.534
306.565	202.799
300.324	195.978
293.374	188.877
286.205	181.631
279.214	174.543
271.827	167.919
263.907	161.464
256.578	154.615
249.603	147.725
243.263	140.88
237.839	134.279
231.723	127.562
224.434	120.487
216.883	113.475
209.267	106.354
201.901	99.2031
195.245	93.1236
188.014	86.3075
181.597	79.1682
176.259	72.2819
169.746	65.5537
162.427	58.6763
154.933	51.5106
147.379	44.5796
140.013	37.9576
132.921	31.2562
126.496	24.3931
120.777	17.3143
114.717	9.99465
107.985	2.28148
435.544	347.341
429.498	340.489
423.684	333.483
417.089	326.633
409.618	319.95
402.363	312.943
395.439	306.24
387.483	299.378
380.125	292.113
373.665	285.212
367.906	278.392
362.085	271.631
355.501	265.084
