6	0.202006489961757	0.0190966407871932	0.492195119535273	0.0325049320195214	0.198998016454729	0.019973997310568	0.106800374048241	0.00824978404381838	0.201664850516967	0.0164046733355634	0.381172014139542	0.0290952104589655	0.282813776714618	0.0232412336184304	0.134349358628872	0.0110959855716134
12	0.176178853346616	0.0115159156909615	0.562819923075893	0.0219792968894883	0.182245096294047	0.0141542886416684	0.0787561272834438	0.00436654125493028	0.226322292820241	0.0113256670005048	0.359131080921582	0.018676304859854	0.283308231082295	0.0160935589317671	0.131238395175883	0.00789787956962277
18	0.17807385553994	0.010083958086677	0.533114313095552	0.0191869160723668	0.192931863051839	0.0132694235749429	0.0958799683126688	0.00505593137260422	0.232460600803381	0.0106381184459437	0.394262697192661	0.0173109198885111	0.257290183557896	0.0139281766688581	0.115986518446062	0.00641531779418686
24	0.260976226473415	0.0119480770721921	0.433798898483436	0.0180800197890819	0.19969873848079	0.0122160386482919	0.105526136562359	0.00608784248842339	0.236370243464055	0.0102940153587892	0.398970401553254	0.0168298639293404	0.25332542639584	0.0135458479752081	0.111333928586851	0.00602681502601361
30	0.31371948452534	0.013793258874517	0.401510455941471	0.0183361053636378	0.17956833799979	0.0113246418925359	0.105201721533399	0.00641146814441766	0.252666405380905	0.0111457655274796	0.414773042254538	0.017569284299544	0.223312942683838	0.0129906598588358	0.109247609680719	0.00576361814675188
36	0.332384714557633	0.0129063360092512	0.429384942997207	0.0156110886711284	0.138158601340921	0.00804382227757641	0.10007174110424	0.00530916973930662	0.265785141008454	0.00878001634965884	0.391174955355404	0.0136237496034089	0.241420300014043	0.0113373339091417	0.101619603622099	0.00482642845715038
42	0.338509276476922	0.0142273391022416	0.455811161492746	0.0157452265298603	0.108387175050846	0.00611793255350795	0.0972923869794859	0.00495471650812909	0.275961895262264	0.00811436564275602	0.31204601386648	0.0118447185636815	0.305093263357647	0.0121152103208249	0.106898827513609	0.00510726184656946
48	0.349947181900041	0.0185026490825202	0.452053390733549	0.0195019268797618	0.0946513955220053	0.0059164918228952	0.103348031844405	0.0056590126328785	0.287345025888635	0.00914990561520163	0.240099130885637	0.01234471346838	0.347977962992701	0.0149730515310046	0.124577880233028	0.00642388493150851
54	0.367871800542499	0.02227834135517	0.434395075081233	0.0230041728494424	0.0898782844739348	0.00617090168885303	0.107854839902333	0.00651532542562057	0.306148283605334	0.0104542153116164	0.206775359921938	0.0127110299572979	0.342870883329799	0.0170599938683121	0.144205473142928	0.00805001839198081
60	0.379810959404729	0.020990735019494	0.407276290379616	0.02178890060722	0.103996784976027	0.0064628833837388	0.108915965239628	0.00640383197420941	0.281521261126382	0.00986174756439099	0.217163837250111	0.0130482497965492	0.342166973527839	0.0173647556115511	0.159147928095667	0.00879870905742962
66	0.381701895735412	0.0196026191401018	0.370408970501376	0.0210000316702795	0.140192710797848	0.00811838268436862	0.107696422965364	0.00650489991487275	0.230407674400583	0.009999284882425	0.26024602822936	0.0157343544992157	0.328731005081081	0.0180502465625918	0.180615292288976	0.0103008516505241
